antecedent,consequent,support,confidence,lift
{18 34},{1 19},0.466,0.344,1.193
{34 19},{1 18},0.36,0.446,1.153
{1 18 19},{34},0.223,0.72,1.124
{1 18 34},{19},0.271,0.593,1.099
{1 34 19},{18},0.203,0.79,1.12
{18 19 34},{1},0.274,0.586,1.127
{48},{1 18 19},0.479,0.24,1.079
{1},{48 18 19},0.52,0.221,1.102
{18},{48 1 19},0.705,0.163,1.105
{19},{48 1 18},0.54,0.213,1.101
{48 1},{18 19},0.255,0.452,1.131
{48 18},{1 19},0.348,0.331,1.148
{48 19},{1 18},0.268,0.43,1.111
{1 18},{48 19},0.387,0.297,1.111
{1 19},{48 18},0.288,0.399,1.148
{18 19},{48 1},0.4,0.288,1.131
{48 1 18},{19},0.194,0.594,1.101
{48 1 19},{18},0.148,0.779,1.105
{48 18 19},{1},0.201,0.573,1.102
{1 18 19},{48},0.223,0.516,1.079
{16},{1 18 19},0.513,0.243,1.091
{1},{16 18 19},0.52,0.24,1.117
{18},{16 1 19},0.705,0.177,1.105
{19},{16 1 18},0.54,0.231,1.106
{16 1},{18 19},0.278,0.45,1.125
{16 18},{1 19},0.369,0.338,1.174
{16 19},{1 18},0.286,0.436,1.126
{1 18},{16 19},0.387,0.322,1.126
{1 19},{16 18},0.288,0.433,1.174
{18 19},{16 1},0.4,0.312,1.125
{16 1 18},{19},0.209,0.596,1.106
{16 1 19},{18},0.16,0.779,1.105
{16 18 19},{1},0.215,0.581,1.117
{1 18 19},{16},0.223,0.56,1.091
{32},{1 18 19},0.413,0.247,1.11
{1},{32 18 19},0.52,0.196,1.117
{18},{32 1 19},0.705,0.145,1.148
{19},{32 1 18},0.54,0.189,1.076
{32 1},{18 19},0.226,0.453,1.132
{32 18},{1 19},0.304,0.336,1.166
{32 19},{1 18},0.226,0.452,1.168
{1 18},{32 19},0.387,0.264,1.168
{1 19},{32 18},0.288,0.354,1.166
{18 19},{32 1},0.4,0.255,1.132
{32 1 18},{19},0.176,0.581,1.076
{32 1 19},{18},0.126,0.81,1.148
{32 18 19},{1},0.176,0.581,1.117
{1 18 19},{32},0.223,0.458,1.11
{1},{18 34 28},0.52,0.195,1.153
{18},{1 34 28},0.705,0.144,1.089
{34},{1 18 28},0.641,0.158,1.114
{28},{1 18 34},0.342,0.296,1.095
{1 18},{34 28},0.387,0.262,1.14
{1 34},{18 28},0.352,0.288,1.18
{1 28},{18 34},0.189,0.538,1.153
{18 34},{1 28},0.466,0.217,1.153
{18 28},{1 34},0.244,0.415,1.18
{34 28},{1 18},0.23,0.441,1.14
{1 18 34},{28},0.271,0.375,1.095
{1 18 28},{34},0.142,0.714,1.114
{1 34 28},{18},0.132,0.768,1.089
{18 34 28},{1},0.169,0.6,1.153
{1},{18 34 30},0.52,0.311,1.155
{18},{1 34 30},0.705,0.23,1.075
{34},{1 18 30},0.641,0.253,1.123
{30},{1 18 34},0.563,0.287,1.062
{1 18},{34 30},0.387,0.418,1.136
{1 34},{18 30},0.352,0.46,1.159
{1 30},{18 34},0.31,0.522,1.119
{18 34},{1 30},0.466,0.347,1.119
{18 30},{1 34},0.397,0.408,1.159
{34 30},{1 18},0.368,0.44,1.136
{1 18 34},{30},0.271,0.598,1.062
{1 18 30},{34},0.225,0.72,1.123
{1 34 30},{18},0.214,0.758,1.075
{18 34 30},{1},0.27,0.6,1.155
{48},{1 18 30},0.479,0.24,1.066
{1},{48 18 30},0.52,0.221,1.076
{18},{48 1 30},0.705,0.163,1.036
{30},{48 1 18},0.563,0.204,1.051
{48 1},{18 30},0.255,0.451,1.136
{48 18},{1 30},0.348,0.33,1.065
{48 30},{1 18},0.282,0.407,1.051
{1 18},{48 30},0.387,0.297,1.051
{1 30},{48 18},0.31,0.37,1.065
{18 30},{48 1},0.397,0.289,1.136
{48 1 18},{30},0.194,0.592,1.051
{48 1 30},{18},0.157,0.73,1.036
{48 18 30},{1},0.205,0.559,1.076
{1 18 30},{48},0.225,0.51,1.066
{16},{1 18 30},0.513,0.237,1.052
{1},{16 18 30},0.52,0.234,1.137
{18},{16 1 30},0.705,0.172,1.045
{30},{16 1 18},0.563,0.216,1.031
{16 1},{18 30},0.278,0.438,1.103
{16 18},{1 30},0.369,0.329,1.063
{16 30},{1 18},0.29,0.419,1.082
{1 18},{16 30},0.387,0.314,1.082
{1 30},{16 18},0.31,0.392,1.063
{18 30},{16 1},0.397,0.306,1.103
{16 1 18},{30},0.209,0.581,1.031
{16 1 30},{18},0.165,0.737,1.045
{16 18 30},{1},0.206,0.591,1.137
{1 18 30},{16},0.225,0.54,1.052
{1},{18 26 30},0.52,0.196,1.095
{18},{1 26 30},0.705,0.144,1.06
{26},{1 18 30},0.412,0.247,1.097
{30},{1 18 26},0.563,0.181,1.096
{1 18},{26 30},0.387,0.263,1.075
{1 26},{18 30},0.218,0.468,1.179
{1 30},{18 26},0.31,0.328,1.097
{18 26},{1 30},0.299,0.34,1.097
{18 30},{1 26},0.397,0.257,1.179
{26 30},{1 18},0.245,0.416,1.075
{1 18 26},{30},0.165,0.617,1.096
{1 18 30},{26},0.225,0.453,1.097
{1 26 30},{18},0.136,0.748,1.06
{18 26 30},{1},0.179,0.569,1.095
{32},{1 18 30},0.413,0.256,1.14
{1},{32 18 30},0.52,0.203,1.155
{18},{32 1 30},0.705,0.15,1.06
{30},{32 1 18},0.563,0.188,1.068
{32 1},{18 30},0.226,0.469,1.182
{32 18},{1 30},0.304,0.348,1.124
{32 30},{1 18},0.245,0.432,1.117
{1 18},{32 30},0.387,0.273,1.117
{1 30},{32 18},0.31,0.341,1.124
{18 30},{32 1},0.397,0.267,1.182
{32 1 18},{30},0.176,0.602,1.068
{32 1 30},{18},0.141,0.748,1.06
{32 18 30},{1},0.176,0.6,1.155
{1 18 30},{32},0.225,0.47,1.14
{1},{18 34 44},0.52,0.213,1.132
{18},{1 34 44},0.705,0.157,1.127
{34},{1 18 44},0.641,0.173,1.117
{44},{1 18 34},0.373,0.297,1.097
{1 18},{34 44},0.387,0.286,1.147
{1 34},{18 44},0.352,0.315,1.161
{1 44},{18 34},0.2,0.555,1.19
{18 34},{1 44},0.466,0.237,1.19
{18 44},{1 34},0.271,0.409,1.161
{34 44},{1 18},0.25,0.444,1.147
{1 18 34},{44},0.271,0.409,1.097
{1 18 44},{34},0.155,0.716,1.117
{1 34 44},{18},0.139,0.794,1.127
{18 34 44},{1},0.188,0.589,1.132
{48},{1 18 34},0.479,0.293,1.082
{1},{48 18 34},0.52,0.27,1.146
{18},{48 1 34},0.705,0.199,1.113
{34},{48 1 18},0.641,0.219,1.128
{48 1},{18 34},0.255,0.55,1.18
{48 18},{1 34},0.348,0.403,1.145
{48 34},{1 18},0.316,0.443,1.145
{1 18},{48 34},0.387,0.362,1.145
{1 34},{48 18},0.352,0.398,1.145
{18 34},{48 1},0.466,0.3,1.18
{48 1 18},{34},0.194,0.723,1.128
{48 1 34},{18},0.179,0.785,1.113
{48 18 34},{1},0.235,0.596,1.146
{1 18 34},{48},0.271,0.518,1.082
{1},{49 18 34},0.52,0.204,1.087
{18},{1 34 49},0.705,0.15,1.082
{34},{1 18 49},0.641,0.166,1.074
{49},{1 18 34},0.389,0.273,1.009
{1 18},{49 34},0.387,0.274,1.081
{1 34},{49 18},0.352,0.301,1.065
{1 49},{18 34},0.205,0.518,1.11
{18 34},{1 49},0.466,0.227,1.11
{49 18},{1 34},0.283,0.375,1.065
{49 34},{1 18},0.254,0.418,1.081
{1 18 34},{49},0.271,0.392,1.009
{1 18 49},{34},0.154,0.688,1.074
{1 34 49},{18},0.139,0.763,1.082
{49 18 34},{1},0.188,0.565,1.087
{16},{1 18 34},0.513,0.281,1.038
{1},{16 18 34},0.52,0.277,1.129
{18},{16 1 34},0.705,0.204,1.088
{34},{16 1 18},0.641,0.225,1.075
{16 1},{18 34},0.278,0.519,1.113
{16 18},{1 34},0.369,0.391,1.111
{16 34},{1 18},0.332,0.434,1.121
{1 18},{16 34},0.387,0.372,1.121
{1 34},{16 18},0.352,0.409,1.111
{18 34},{16 1},0.466,0.309,1.113
{16 1 18},{34},0.209,0.689,1.075
{16 1 34},{18},0.188,0.767,1.088
{16 18 34},{1},0.246,0.587,1.129
{1 18 34},{16},0.271,0.533,1.038
{1},{18 26 34},0.52,0.225,1.109
{18},{1 26 34},0.705,0.166,1.111
{34},{1 18 26},0.641,0.182,1.106
{26},{1 18 34},0.412,0.283,1.046
{1 18},{34 26},0.387,0.302,1.119
{1 34},{18 26},0.352,0.332,1.108
{1 26},{18 34},0.218,0.537,1.151
{18 34},{1 26},0.466,0.25,1.151
{18 26},{1 34},0.299,0.39,1.108
{34 26},{1 18},0.27,0.433,1.119
{1 18 34},{26},0.271,0.432,1.046
{1 18 26},{34},0.165,0.709,1.106
{1 34 26},{18},0.149,0.783,1.111
{18 26 34},{1},0.203,0.577,1.109
{1},{18 34 12},0.52,0.222,1.186
{18},{1 34 12},0.705,0.164,1.163
{34},{1 18 12},0.641,0.18,1.147
{12},{1 18 34},0.365,0.316,1.168
{1 18},{34 12},0.387,0.298,1.256
{1 34},{18 12},0.352,0.328,1.203
{1 12},{18 34},0.201,0.574,1.23
{18 34},{1 12},0.466,0.247,1.23
{18 12},{1 34},0.273,0.424,1.203
{34 12},{1 18},0.238,0.486,1.256
{1 18 34},{12},0.271,0.427,1.168
{1 18 12},{34},0.157,0.735,1.147
{1 34 12},{18},0.141,0.82,1.163
{18 34 12},{1},0.187,0.617,1.186
{1},{18 34 46},0.52,0.219,1.127
{18},{1 34 46},0.705,0.161,1.112
{34},{1 18 46},0.641,0.178,1.15
{46},{1 18 34},0.372,0.306,1.129
{1 18},{34 46},0.387,0.294,1.162
{1 34},{18 46},0.352,0.323,1.153
{1 46},{18 34},0.202,0.565,1.21
{18 34},{1 46},0.466,0.244,1.21
{18 46},{1 34},0.28,0.406,1.153
{34 46},{1 18},0.253,0.45,1.162
{1 18 34},{46},0.271,0.42,1.129
{1 18 46},{34},0.154,0.737,1.15
{1 34 46},{18},0.145,0.784,1.112
{18 34 46},{1},0.194,0.586,1.127
{32},{1 18 34},0.413,0.314,1.162
{1},{32 18 34},0.52,0.25,1.193
{18},{32 1 34},0.705,0.184,1.131
{34},{32 1 18},0.641,0.203,1.152
{32 1},{18 34},0.226,0.575,1.234
{32 18},{1 34},0.304,0.427,1.214
{32 34},{1 18},0.277,0.468,1.209
{1 18},{32 34},0.387,0.335,1.209
{1 34},{32 18},0.352,0.369,1.214
{18 34},{32 1},0.466,0.278,1.234
{32 1 18},{34},0.176,0.738,1.152
{32 1 34},{18},0.163,0.797,1.131
{32 18 34},{1},0.209,0.62,1.193
{1 18 34},{32},0.271,0.48,1.162
{48},{16 1 18},0.479,0.22,1.049
{1},{48 16 18},0.52,0.202,1.102
{18},{48 1 16},0.705,0.149,1.082
{16},{48 1 18},0.513,0.205,1.056
{48 1},{16 18},0.255,0.413,1.12
{48 18},{16 1},0.348,0.302,1.089
{48 16},{1 18},0.248,0.424,1.095
{1 18},{48 16},0.387,0.272,1.095
{16 1},{48 18},0.278,0.379,1.089
{16 18},{48 1},0.369,0.285,1.12
{48 1 18},{16},0.194,0.542,1.056
{48 1 16},{18},0.138,0.763,1.082
{48 16 18},{1},0.184,0.573,1.102
{16 1 18},{48},0.209,0.502,1.049
{1},{34 19 30},0.52,0.246,1.149
{34},{1 19 30},0.641,0.2,1.131
{19},{1 34 30},0.54,0.237,1.112
{30},{1 34 19},0.563,0.227,1.12
{1 34},{19 30},0.352,0.364,1.151
{1 19},{34 30},0.288,0.444,1.208
{1 30},{34 19},0.31,0.413,1.149
{34 19},{1 30},0.36,0.356,1.149
{34 30},{1 19},0.368,0.348,1.208
{19 30},{1 34},0.316,0.405,1.151
{1 34 19},{30},0.203,0.631,1.12
{1 34 30},{19},0.214,0.6,1.112
{1 19 30},{34},0.177,0.725,1.131
{34 19 30},{1},0.215,0.597,1.149
{48},{1 34 19},0.479,0.215,1.06
{1},{48 34 19},0.52,0.198,1.117
{34},{48 1 19},0.641,0.161,1.089
{19},{48 1 34},0.54,0.191,1.07
{48 1},{34 19},0.255,0.405,1.126
{48 34},{1 19},0.316,0.326,1.131
{48 19},{1 34},0.268,0.385,1.095
{1 34},{48 19},0.352,0.293,1.095
{1 19},{48 34},0.288,0.358,1.131
{34 19},{48 1},0.36,0.287,1.126
{48 1 34},{19},0.179,0.578,1.07
{48 1 19},{34},0.148,0.698,1.089
{48 34 19},{1},0.178,0.581,1.117
{1 34 19},{48},0.203,0.507,1.06
{16},{1 34 19},0.513,0.218,1.072
{1},{16 34 19},0.52,0.215,1.133
{34},{16 1 19},0.641,0.174,1.089
{19},{16 1 34},0.54,0.207,1.103
{16 1},{34 19},0.278,0.403,1.119
{16 34},{1 19},0.332,0.336,1.167
{16 19},{1 34},0.286,0.39,1.109
{1 34},{16 19},0.352,0.318,1.109
{1 19},{16 34},0.288,0.388,1.167
{34 19},{16 1},0.36,0.311,1.119
{16 1 34},{19},0.188,0.595,1.103
{16 1 19},{34},0.16,0.698,1.089
{16 34 19},{1},0.19,0.589,1.133
{1 34 19},{16},0.203,0.55,1.072
{48},{1 34 30},0.479,0.235,1.1
{1},{48 34 30},0.52,0.216,1.135
{34},{48 1 30},0.641,0.176,1.117
{30},{48 1 34},0.563,0.2,1.118
{48 1},{34 30},0.255,0.442,1.2
{48 34},{1 30},0.316,0.355,1.147
{48 30},{1 34},0.282,0.398,1.132
{1 34},{48 30},0.352,0.319,1.132
{1 30},{48 34},0.31,0.363,1.147
{34 30},{48 1},0.368,0.306,1.2
{48 1 34},{30},0.179,0.63,1.118
{48 1 30},{34},0.157,0.715,1.117
{48 34 30},{1},0.191,0.59,1.135
{1 34 30},{48},0.214,0.527,1.1
{16},{1 34 30},0.513,0.224,1.05
{1},{16 34 30},0.52,0.221,1.154
{34},{16 1 30},0.641,0.18,1.09
{30},{16 1 34},0.563,0.204,1.088
{16 1},{34 30},0.278,0.415,1.127
{16 34},{1 30},0.332,0.346,1.117
{16 30},{1 34},0.29,0.397,1.128
{1 34},{16 30},0.352,0.327,1.128
{1 30},{16 34},0.31,0.371,1.117
{34 30},{16 1},0.368,0.313,1.127
{16 1 34},{30},0.188,0.613,1.088
{16 1 30},{34},0.165,0.698,1.09
{16 34 30},{1},0.192,0.6,1.154
{1 34 30},{16},0.214,0.539,1.05
{32},{1 34 30},0.413,0.254,1.189
{1},{32 34 30},0.52,0.202,1.189
{34},{32 1 30},0.641,0.164,1.156
{30},{32 1 34},0.563,0.186,1.142
{32 1},{34 30},0.226,0.464,1.262
{32 34},{1 30},0.277,0.378,1.219
{32 30},{1 34},0.245,0.428,1.217
{1 34},{32 30},0.352,0.298,1.217
{1 30},{32 34},0.31,0.338,1.219
{34 30},{32 1},0.368,0.285,1.262
{32 1 34},{30},0.163,0.643,1.142
{32 1 30},{34},0.141,0.741,1.156
{32 34 30},{1},0.17,0.618,1.189
{1 34 30},{32},0.214,0.491,1.189
{18},{4 6 14},0.705,0.177,1.077
{4},{18 6 14},0.397,0.314,1.083
{6},{18 4 14},0.528,0.236,1.073
{14},{18 4 6},0.717,0.174,1.043
{18 4},{6 14},0.29,0.429,1.106
{18 6},{4 14},0.382,0.326,1.128
{18 14},{4 6},0.527,0.236,1.054
{4 6},{18 14},0.224,0.556,1.054
{4 14},{18 6},0.289,0.431,1.128
{6 14},{18 4},0.388,0.321,1.106
{18 4 6},{14},0.166,0.747,1.043
{18 4 14},{6},0.22,0.566,1.073
{18 6 14},{4},0.29,0.43,1.083
{4 6 14},{18},0.164,0.76,1.077
{4},{30 14 6},0.397,0.272,1.158
{6},{4 14 30},0.528,0.204,1.111
{30},{4 14 6},0.563,0.191,1.168
{14},{4 6 30},0.717,0.15,1.07
{4 6},{30 14},0.224,0.481,1.143
{4 30},{6 14},0.242,0.446,1.151
{4 14},{6 30},0.289,0.373,1.216
{6 30},{4 14},0.307,0.351,1.216
{6 14},{4 30},0.388,0.278,1.151
{30 14},{4 6},0.421,0.256,1.143
{4 6 30},{14},0.14,0.767,1.07
{4 6 14},{30},0.164,0.658,1.168
{4 30 14},{6},0.184,0.586,1.111
{14 6 30},{4},0.235,0.459,1.158
{34},{4 6 14},0.641,0.181,1.106
{4},{34 6 14},0.397,0.293,1.103
{6},{34 4 14},0.528,0.22,1.098
{14},{34 4 6},0.717,0.162,1.029
{34 4},{6 14},0.269,0.431,1.112
{34 6},{4 14},0.352,0.33,1.14
{34 14},{4 6},0.475,0.245,1.092
{4 6},{34 14},0.224,0.519,1.092
{4 14},{34 6},0.289,0.402,1.14
{6 14},{34 4},0.388,0.299,1.112
{34 4 6},{14},0.157,0.737,1.029
{34 4 14},{6},0.201,0.579,1.098
{34 6 14},{4},0.265,0.438,1.103
{4 6 14},{34},0.164,0.709,1.106
{18},{4 6 30},0.705,0.145,1.031
{4},{18 6 30},0.397,0.257,1.162
{6},{18 4 30},0.528,0.194,1.122
{30},{18 4 6},0.563,0.181,1.089
{18 4},{6 30},0.29,0.352,1.147
{18 6},{4 30},0.382,0.267,1.107
{18 30},{4 6},0.397,0.257,1.149
{4 6},{18 30},0.224,0.456,1.149
{4 30},{18 6},0.242,0.423,1.107
{6 30},{18 4},0.307,0.333,1.147
{18 4 6},{30},0.166,0.613,1.089
{18 4 30},{6},0.173,0.592,1.122
{18 6 30},{4},0.222,0.461,1.162
{4 6 30},{18},0.14,0.727,1.031
{18},{34 4 6},0.705,0.173,1.1
{34},{18 4 6},0.641,0.191,1.145
{4},{18 34 6},0.397,0.308,1.175
{6},{18 34 4},0.528,0.231,1.132
{18 34},{4 6},0.466,0.262,1.169
{18 4},{34 6},0.29,0.421,1.194
{18 6},{34 4},0.382,0.32,1.188
{34 4},{18 6},0.269,0.454,1.188
{34 6},{18 4},0.352,0.347,1.194
{4 6},{18 34},0.224,0.545,1.169
{18 34 4},{6},0.205,0.597,1.132
{18 34 6},{4},0.262,0.466,1.175
{18 4 6},{34},0.166,0.733,1.145
{34 4 6},{18},0.157,0.775,1.1
{34},{4 6 30},0.641,0.156,1.112
{4},{34 6 30},0.397,0.252,1.214
{6},{34 4 30},0.528,0.19,1.135
{30},{34 4 6},0.563,0.178,1.128
{34 4},{6 30},0.269,0.372,1.212
{34 6},{4 30},0.352,0.284,1.176
{34 30},{4 6},0.368,0.272,1.215
{4 6},{34 30},0.224,0.447,1.215
{4 30},{34 6},0.242,0.414,1.176
{6 30},{34 4},0.307,0.326,1.212
{34 4 6},{30},0.157,0.636,1.128
{34 4 30},{6},0.167,0.599,1.135
{34 6 30},{4},0.208,0.482,1.214
{4 6 30},{34},0.14,0.713,1.112
{18},{19 4 14},0.705,0.193,1.114
{19},{18 4 14},0.54,0.252,1.145
{4},{18 19 14},0.397,0.342,1.12
{14},{18 19 4},0.717,0.189,1.094
{18 19},{4 14},0.4,0.34,1.176
{18 4},{19 14},0.29,0.468,1.171
{18 14},{19 4},0.527,0.258,1.129
{19 4},{18 14},0.228,0.595,1.129
{19 14},{18 4},0.399,0.34,1.171
{4 14},{18 19},0.289,0.47,1.176
{18 19 4},{14},0.173,0.784,1.094
{18 19 14},{4},0.306,0.444,1.12
{18 4 14},{19},0.22,0.618,1.145
{19 4 14},{18},0.173,0.786,1.114
{18},{4 30 14},0.705,0.195,1.063
{4},{18 30 14},0.397,0.347,1.122
{30},{18 4 14},0.563,0.245,1.113
{14},{18 4 30},0.717,0.192,1.115
{18 4},{14 30},0.29,0.475,1.127
{18 30},{4 14},0.397,0.347,1.202
{18 14},{4 30},0.527,0.261,1.082
{4 30},{18 14},0.242,0.57,1.082
{4 14},{18 30},0.289,0.477,1.202
{30 14},{18 4},0.421,0.327,1.127
{18 4 30},{14},0.173,0.799,1.115
{18 4 14},{30},0.22,0.627,1.113
{18 30 14},{4},0.31,0.445,1.122
{4 30 14},{18},0.184,0.75,1.063
{18},{34 4 14},0.705,0.224,1.119
{34},{18 4 14},0.641,0.247,1.123
{4},{18 34 14},0.397,0.399,1.106
{14},{18 34 4},0.717,0.221,1.079
{18 34},{4 14},0.466,0.339,1.173
{18 4},{34 14},0.29,0.545,1.147
{18 14},{34 4},0.527,0.3,1.114
{34 4},{18 14},0.269,0.587,1.114
{34 14},{18 4},0.475,0.333,1.147
{4 14},{18 34},0.289,0.547,1.173
{18 34 4},{14},0.205,0.773,1.079
{18 34 14},{4},0.36,0.439,1.106
{18 4 14},{34},0.22,0.719,1.123
{34 4 14},{18},0.201,0.789,1.119
{48},{18 4 14},0.479,0.241,1.097
{18},{48 4 14},0.705,0.164,1.103
{4},{48 18 14},0.397,0.291,1.077
{14},{48 18 4},0.717,0.161,1.085
{48 18},{4 14},0.348,0.332,1.149
{48 4},{18 14},0.197,0.585,1.11
{48 14},{18 4},0.356,0.324,1.117
{18 4},{48 14},0.29,0.398,1.117
{18 14},{48 4},0.527,0.219,1.11
{4 14},{48 18},0.289,0.4,1.149
{48 18 4},{14},0.148,0.778,1.085
{48 18 14},{4},0.27,0.427,1.077
{48 4 14},{18},0.148,0.778,1.103
{18 4 14},{48},0.22,0.525,1.097
{16},{18 4 14},0.513,0.231,1.05
{18},{16 4 14},0.705,0.168,1.097
{4},{16 18 14},0.397,0.299,1.065
{14},{16 18 4},0.717,0.165,1.077
{16 18},{4 14},0.369,0.321,1.112
{16 4},{18 14},0.204,0.58,1.1
{16 14},{18 4},0.38,0.312,1.075
{18 4},{16 14},0.29,0.408,1.075
{18 14},{16 4},0.527,0.225,1.1
{4 14},{16 18},0.289,0.41,1.112
{16 18 4},{14},0.153,0.772,1.077
{16 18 14},{4},0.28,0.423,1.065
{16 4 14},{18},0.153,0.773,1.097
{18 4 14},{16},0.22,0.539,1.05
{18},{26 4 14},0.705,0.146,1.13
{4},{18 26 14},0.397,0.26,1.119
{26},{18 4 14},0.412,0.25,1.137
{14},{18 26 4},0.717,0.144,1.103
{18 4},{26 14},0.29,0.355,1.163
{18 26},{4 14},0.299,0.344,1.192
{18 14},{26 4},0.527,0.196,1.14
{26 4},{18 14},0.172,0.601,1.14
{4 14},{18 26},0.289,0.357,1.192
{26 14},{18 4},0.305,0.338,1.163
{18 26 4},{14},0.13,0.79,1.103
{18 4 14},{26},0.22,0.469,1.137
{18 26 14},{4},0.232,0.444,1.119
{26 4 14},{18},0.129,0.796,1.13
{19},{4 30 14},0.54,0.203,1.103
{4},{19 30 14},0.397,0.276,1.147
{30},{19 4 14},0.563,0.194,1.124
{14},{19 4 30},0.717,0.153,1.095
{19 4},{14 30},0.228,0.48,1.139
{19 30},{4 14},0.316,0.346,1.197
{19 14},{4 30},0.399,0.274,1.134
{4 30},{19 14},0.242,0.453,1.134
{4 14},{19 30},0.289,0.379,1.197
{30 14},{19 4},0.421,0.26,1.139
{19 4 30},{14},0.139,0.785,1.095
{19 4 14},{30},0.173,0.633,1.124
{19 30 14},{4},0.241,0.455,1.147
{4 30 14},{19},0.184,0.595,1.103
{34},{19 4 14},0.641,0.194,1.121
{19},{34 4 14},0.54,0.23,1.147
{4},{34 19 14},0.397,0.313,1.138
{14},{34 19 4},0.717,0.173,1.077
{34 19},{4 14},0.36,0.345,1.194
{34 4},{19 14},0.269,0.461,1.154
{34 14},{19 4},0.475,0.261,1.145
{19 4},{34 14},0.228,0.544,1.145
{19 14},{34 4},0.399,0.311,1.154
{4 14},{34 19},0.289,0.43,1.194
{34 19 4},{14},0.161,0.772,1.077
{34 19 14},{4},0.275,0.451,1.138
{34 4 14},{19},0.201,0.619,1.147
{19 4 14},{34},0.173,0.718,1.121
{34},{4 30 14},0.641,0.201,1.094
{4},{34 30 14},0.397,0.325,1.15
{30},{34 4 14},0.563,0.229,1.14
{14},{34 4 30},0.717,0.18,1.075
{34 4},{14 30},0.269,0.478,1.136
{34 30},{4 14},0.368,0.35,1.211
{34 14},{4 30},0.475,0.271,1.123
{4 30},{34 14},0.242,0.533,1.123
{4 14},{34 30},0.289,0.446,1.211
{30 14},{34 4},0.421,0.306,1.136
{34 4 30},{14},0.167,0.77,1.075
{34 4 14},{30},0.201,0.642,1.14
{34 30 14},{4},0.282,0.456,1.15
{4 30 14},{34},0.184,0.701,1.094
{48},{34 4 14},0.479,0.226,1.129
{34},{48 4 14},0.641,0.169,1.14
{4},{48 34 14},0.397,0.273,1.128
{14},{48 34 4},0.717,0.151,1.085
{48 34},{4 14},0.316,0.343,1.186
{48 4},{34 14},0.197,0.55,1.158
{48 14},{34 4},0.356,0.305,1.131
{34 4},{48 14},0.269,0.403,1.131
{34 14},{48 4},0.475,0.228,1.158
{4 14},{48 34},0.289,0.375,1.186
{48 34 4},{14},0.139,0.778,1.085
{48 34 14},{4},0.242,0.448,1.128
{48 4 14},{34},0.148,0.73,1.14
{34 4 14},{48},0.201,0.541,1.129
{16},{34 4 14},0.513,0.211,1.054
{34},{16 4 14},0.641,0.169,1.105
{4},{16 34 14},0.397,0.273,1.065
{14},{16 34 4},0.717,0.151,1.064
{16 34},{4 14},0.332,0.326,1.129
{16 4},{34 14},0.204,0.531,1.118
{16 14},{34 4},0.38,0.286,1.061
{34 4},{16 14},0.269,0.403,1.061
{34 14},{16 4},0.475,0.228,1.118
{4 14},{16 34},0.289,0.375,1.129
{16 34 4},{14},0.142,0.763,1.064
{16 34 14},{4},0.257,0.423,1.065
{16 4 14},{34},0.153,0.708,1.105
{34 4 14},{16},0.201,0.541,1.054
{18},{19 4 30},0.705,0.149,1.069
{19},{18 4 30},0.54,0.195,1.129
{4},{18 19 30},0.397,0.265,1.118
{30},{18 19 4},0.563,0.187,1.078
{18 19},{4 30},0.4,0.263,1.088
{18 4},{19 30},0.29,0.362,1.145
{18 30},{19 4},0.397,0.265,1.161
{19 4},{18 30},0.228,0.461,1.161
{19 30},{18 4},0.316,0.332,1.145
{4 30},{18 19},0.242,0.435,1.088
{18 19 4},{30},0.173,0.607,1.078
{18 19 30},{4},0.237,0.444,1.118
{18 4 30},{19},0.173,0.609,1.129
{19 4 30},{18},0.139,0.754,1.069
{18},{34 19 4},0.705,0.175,1.086
{19},{18 4 34},0.54,0.228,1.116
{4},{18 19 34},0.397,0.31,1.133
{34},{18 19 4},0.641,0.192,1.11
{18 19},{34 4},0.4,0.308,1.144
{18 4},{34 19},0.29,0.424,1.179
{18 34},{19 4},0.466,0.264,1.157
{19 4},{18 34},0.228,0.539,1.157
{34 19},{18 4},0.36,0.342,1.179
{34 4},{18 19},0.269,0.457,1.144
{18 19 4},{34},0.173,0.711,1.11
{18 19 34},{4},0.274,0.449,1.133
{18 4 34},{19},0.205,0.602,1.116
{34 19 4},{18},0.161,0.766,1.086
{18},{34 4 30},0.705,0.177,1.056
{34},{18 4 30},0.641,0.194,1.126
{4},{18 34 30},0.397,0.314,1.164
{30},{18 34 4},0.563,0.221,1.08
{18 34},{4 30},0.466,0.267,1.104
{18 4},{34 30},0.29,0.429,1.165
{18 30},{34 4},0.397,0.314,1.165
{34 4},{18 30},0.269,0.462,1.165
{34 30},{18 4},0.368,0.338,1.165
{4 30},{18 34},0.242,0.515,1.104
{18 34 4},{30},0.205,0.608,1.08
{18 34 30},{4},0.27,0.462,1.164
{18 4 30},{34},0.173,0.721,1.126
{34 4 30},{18},0.167,0.745,1.056
{48},{18 34 4},0.479,0.228,1.114
{18},{48 34 4},0.705,0.155,1.11
{34},{48 18 4},0.641,0.17,1.147
{4},{48 18 34},0.397,0.275,1.169
{48 18},{34 4},0.348,0.314,1.165
{48 34},{18 4},0.316,0.345,1.188
{48 4},{18 34},0.197,0.553,1.186
{18 34},{48 4},0.466,0.234,1.186
{18 4},{48 34},0.29,0.376,1.188
{34 4},{48 18},0.269,0.405,1.165
{48 18 34},{4},0.235,0.464,1.169
{48 18 4},{34},0.148,0.735,1.147
{48 34 4},{18},0.139,0.782,1.11
